"ano","mun","idade_grp","sexo","causabas","obitos"
2010,"São Paulo","75-79","Feminino","(E10-E14)",194
2010,"São Paulo","75-79","Feminino","(E66)",6
2010,"São Paulo","75-79","Feminino","(G10-G99)",23
2010,"São Paulo","75-79","Feminino","(I20, I23-I25)",219
2010,"São Paulo","75-79","Feminino","(I80-I82)",13
2010,"São Paulo","75-79","Feminino","(J40-J44)",183
2010,"São Paulo","75-79","Feminino","(J45-J46)",9
2010,"São Paulo","75-79","Feminino","(N17-N19)",30
2010,"São Paulo","75-79","Feminino","(Outros)",3194
2010,"São Paulo","75-79","Masculino","(D65-D77)",4
2010,"São Paulo","75-79","Masculino","(D80-D89)",2
2010,"São Paulo","75-79","Masculino","(E10-E14)",151
2010,"São Paulo","75-79","Masculino","(E66)",2
2010,"São Paulo","75-79","Masculino","(G10-G99)",23
2010,"São Paulo","75-79","Masculino","(I20, I23-I25)",233
2010,"São Paulo","75-79","Masculino","(I80-I82)",5
2010,"São Paulo","75-79","Masculino","(J09-J11)",2
2010,"São Paulo","75-79","Masculino","(J40-J44)",237
2010,"São Paulo","75-79","Masculino","(N17-N19)",30
2010,"São Paulo","75-79","Masculino","(Outros)",3157
2010,"São Paulo","80+","Feminino","(D65-D77)",16
2010,"São Paulo","80+","Feminino","(D80-D89)",3
2010,"São Paulo","80+","Feminino","(E10-E14)",502
2010,"São Paulo","80+","Feminino","(E66)",8
2010,"São Paulo","80+","Feminino","(G10-G99)",44
2010,"São Paulo","80+","Feminino","(I20, I23-I25)",680
2010,"São Paulo","80+","Feminino","(I80-I82)",49
2010,"São Paulo","80+","Feminino","(J09-J11)",2
2010,"São Paulo","80+","Feminino","(J40-J44)",461
2010,"São Paulo","80+","Feminino","(J45-J46)",29
2010,"São Paulo","80+","Feminino","(N17-N19)",101
2010,"São Paulo","80+","Feminino","(Outros)",10777
2010,"São Paulo","80+","Masculino","(D65-D77)",7
2010,"São Paulo","80+","Masculino","(D80-D89)",2
2010,"São Paulo","80+","Masculino","(E10-E14)",247
2010,"São Paulo","80+","Masculino","(E66)",4
2010,"São Paulo","80+","Masculino","(G10-G99)",30
2010,"São Paulo","80+","Masculino","(I20, I23-I25)",399
2010,"São Paulo","80+","Masculino","(I80-I82)",14
2010,"São Paulo","80+","Masculino","(J40-J44)",473
2010,"São Paulo","80+","Masculino","(J45-J46)",8
2010,"São Paulo","80+","Masculino","(N17-N19)",82
2010,"São Paulo","80+","Masculino","(Outros)",6459
2010,"São Paulo",NA,"Feminino","(I20, I23-I25)",1
2010,"São Paulo",NA,"Feminino","(Outros)",24
2010,"São Paulo",NA,"Masculino","(I20, I23-I25)",4
2010,"São Paulo",NA,"Masculino","(J40-J44)",1
2010,"São Paulo",NA,"Masculino","(Outros)",198
2010,"São Paulo",NA,NA,"(Outros)",4
2011,"Campinas","0-4","Feminino","(G10-G99)",2
2011,"Campinas","0-4","Feminino","(Outros)",80
2011,"Campinas","0-4","Masculino","(D65-D77)",1
2011,"Campinas","0-4","Masculino","(Outros)",90
2011,"Campinas","0-4",NA,"(Outros)",1
2011,"Campinas","10-14","Feminino","(Outros)",8
2011,"Campinas","10-14","Masculino","(D65-D77)",1
2011,"Campinas","10-14","Masculino","(Outros)",14
2011,"Campinas","15-19","Feminino","(Outros)",10
2011,"Campinas","15-19","Masculino","(G10-G99)",1
2011,"Campinas","15-19","Masculino","(Outros)",44
2011,"Campinas","20-24","Feminino","(N17-N19)",1
2011,"Campinas","20-24","Feminino","(Outros)",27
2011,"Campinas","20-24","Masculino","(E10-E14)",1
2011,"Campinas","20-24","Masculino","(J45-J46)",1
2011,"Campinas","20-24","Masculino","(Outros)",87
2011,"Campinas","25-29","Feminino","(E10-E14)",1
2011,"Campinas","25-29","Feminino","(Outros)",21
2011,"Campinas","25-29","Masculino","(E10-E14)",1
2011,"Campinas","25-29","Masculino","(I20, I23-I25)",1
2011,"Campinas","25-29","Masculino","(I80-I82)",1
2011,"Campinas","25-29","Masculino","(J45-J46)",1
2011,"Campinas","25-29","Masculino","(Outros)",87
2011,"Campinas","30-34","Feminino","(D65-D77)",1
2011,"Campinas","30-34","Feminino","(G10-G99)",1
2011,"Campinas","30-34","Feminino","(Outros)",39
2011,"Campinas","30-34","Masculino","(E66)",1
2011,"Campinas","30-34","Masculino","(J40-J44)",1
2011,"Campinas","30-34","Masculino","(N17-N19)",1
2011,"Campinas","30-34","Masculino","(Outros)",85
2011,"Campinas","35-39","Feminino","(E66)",2
2011,"Campinas","35-39","Feminino","(I20, I23-I25)",2
2011,"Campinas","35-39","Feminino","(Outros)",52
2011,"Campinas","35-39","Masculino","(D65-D77)",1
2011,"Campinas","35-39","Masculino","(E10-E14)",1
2011,"Campinas","35-39","Masculino","(Outros)",105
2011,"Campinas","40-44","Feminino","(E66)",1
2011,"Campinas","40-44","Feminino","(G10-G99)",1
2011,"Campinas","40-44","Feminino","(I80-I82)",1
2011,"Campinas","40-44","Feminino","(J40-J44)",1
2011,"Campinas","40-44","Feminino","(Outros)",59
2011,"Campinas","40-44","Masculino","(D65-D77)",1
2011,"Campinas","40-44","Masculino","(E10-E14)",3
2011,"Campinas","40-44","Masculino","(I20, I23-I25)",2
2011,"Campinas","40-44","Masculino","(Outros)",155
2011,"Campinas","45-49","Feminino","(D65-D77)",2
2011,"Campinas","45-49","Feminino","(D80-D89)",1
2011,"Campinas","45-49","Feminino","(E66)",1
2011,"Campinas","45-49","Feminino","(G10-G99)",1
2011,"Campinas","45-49","Feminino","(Outros)",75
2011,"Campinas","45-49","Masculino","(D65-D77)",1
2011,"Campinas","45-49","Masculino","(E10-E14)",1
2011,"Campinas","45-49","Masculino","(I20, I23-I25)",2
2011,"Campinas","45-49","Masculino","(J40-J44)",1
2011,"Campinas","45-49","Masculino","(N17-N19)",4
2011,"Campinas","45-49","Masculino","(Outros)",203
2011,"Campinas","5-9","Feminino","(G10-G99)",1
2011,"Campinas","5-9","Feminino","(Outros)",7
2011,"Campinas","5-9","Masculino","(D65-D77)",2
2011,"Campinas","5-9","Masculino","(Outros)",6
2011,"Campinas","50-54","Feminino","(E10-E14)",4
2011,"Campinas","50-54","Feminino","(E66)",3
2011,"Campinas","50-54","Feminino","(G10-G99)",1
2011,"Campinas","50-54","Feminino","(I20, I23-I25)",3
2011,"Campinas","50-54","Feminino","(I80-I82)",1
2011,"Campinas","50-54","Feminino","(J40-J44)",5
2011,"Campinas","50-54","Feminino","(Outros)",101
2011,"Campinas","50-54","Masculino","(E10-E14)",5
2011,"Campinas","50-54","Masculino","(E66)",3
2011,"Campinas","50-54","Masculino","(I20, I23-I25)",2
2011,"Campinas","50-54","Masculino","(J40-J44)",5
2011,"Campinas","50-54","Masculino","(N17-N19)",2
2011,"Campinas","50-54","Masculino","(Outros)",223
2011,"Campinas","55-59","Feminino","(E10-E14)",3
2011,"Campinas","55-59","Feminino","(E66)",2
2011,"Campinas","55-59","Feminino","(G10-G99)",2
2011,"Campinas","55-59","Feminino","(I20, I23-I25)",4
2011,"Campinas","55-59","Feminino","(I80-I82)",1
2011,"Campinas","55-59","Feminino","(J40-J44)",5
2011,"Campinas","55-59","Feminino","(N17-N19)",2
2011,"Campinas","55-59","Feminino","(Outros)",151
2011,"Campinas","55-59","Masculino","(D65-D77)",2
2011,"Campinas","55-59","Masculino","(E10-E14)",5
2011,"Campinas","55-59","Masculino","(E66)",1
2011,"Campinas","55-59","Masculino","(G10-G99)",1
2011,"Campinas","55-59","Masculino","(I20, I23-I25)",8
2011,"Campinas","55-59","Masculino","(J40-J44)",1
2011,"Campinas","55-59","Masculino","(J45-J46)",1
2011,"Campinas","55-59","Masculino","(N17-N19)",5
2011,"Campinas","55-59","Masculino","(Outros)",277
2011,"Campinas","60-64","Feminino","(D80-D89)",1
2011,"Campinas","60-64","Feminino","(G10-G99)",1
2011,"Campinas","60-64","Feminino","(I20, I23-I25)",2
2011,"Campinas","60-64","Feminino","(J40-J44)",11
2011,"Campinas","60-64","Feminino","(J45-J46)",4
2011,"Campinas","60-64","Feminino","(Outros)",174
2011,"Campinas","60-64","Masculino","(D65-D77)",1
2011,"Campinas","60-64","Masculino","(E10-E14)",10
2011,"Campinas","60-64","Masculino","(G10-G99)",5
2011,"Campinas","60-64","Masculino","(I20, I23-I25)",6
2011,"Campinas","60-64","Masculino","(J40-J44)",19
2011,"Campinas","60-64","Masculino","(N17-N19)",3
2011,"Campinas","60-64","Masculino","(Outros)",285
2011,"Campinas","65-69","Feminino","(E10-E14)",6
2011,"Campinas","65-69","Feminino","(G10-G99)",2
2011,"Campinas","65-69","Feminino","(I20, I23-I25)",8
2011,"Campinas","65-69","Feminino","(I80-I82)",1
2011,"Campinas","65-69","Feminino","(J40-J44)",15
2011,"Campinas","65-69","Feminino","(N17-N19)",3
2011,"Campinas","65-69","Feminino","(Outros)",188
2011,"Campinas","65-69","Masculino","(D65-D77)",2
2011,"Campinas","65-69","Masculino","(E10-E14)",12
2011,"Campinas","65-69","Masculino","(E66)",1
2011,"Campinas","65-69","Masculino","(G10-G99)",3
2011,"Campinas","65-69","Masculino","(I20, I23-I25)",6
2011,"Campinas","65-69","Masculino","(I80-I82)",1
2011,"Campinas","65-69","Masculino","(J40-J44)",20
2011,"Campinas","65-69","Masculino","(N17-N19)",5
2011,"Campinas","65-69","Masculino","(Outros)",249
2011,"Campinas","70-74","Feminino","(D65-D77)",1
2011,"Campinas","70-74","Feminino","(E10-E14)",13
2011,"Campinas","70-74","Feminino","(E66)",3
2011,"Campinas","70-74","Feminino","(G10-G99)",3
2011,"Campinas","70-74","Feminino","(I20, I23-I25)",9
2011,"Campinas","70-74","Feminino","(J40-J44)",16
2011,"Campinas","70-74","Feminino","(J45-J46)",1
2011,"Campinas","70-74","Feminino","(N17-N19)",1
2011,"Campinas","70-74","Feminino","(Outros)",260
2011,"Campinas","70-74","Masculino","(E10-E14)",13
2011,"Campinas","70-74","Masculino","(G10-G99)",3
2011,"Campinas","70-74","Masculino","(I20, I23-I25)",16
2011,"Campinas","70-74","Masculino","(J40-J44)",23
2011,"Campinas","70-74","Masculino","(J45-J46)",1
2011,"Campinas","70-74","Masculino","(N17-N19)",5
2011,"Campinas","70-74","Masculino","(Outros)",324
2011,"Campinas","75-79","Feminino","(E10-E14)",18
2011,"Campinas","75-79","Feminino","(E66)",3
2011,"Campinas","75-79","Feminino","(G10-G99)",6
2011,"Campinas","75-79","Feminino","(I20, I23-I25)",17
2011,"Campinas","75-79","Feminino","(I80-I82)",1
2011,"Campinas","75-79","Feminino","(J40-J44)",12
2011,"Campinas","75-79","Feminino","(J45-J46)",1
2011,"Campinas","75-79","Feminino","(N17-N19)",4
2011,"Campinas","75-79","Feminino","(Outros)",293
2011,"Campinas","75-79","Masculino","(D65-D77)",2
2011,"Campinas","75-79","Masculino","(E10-E14)",7
2011,"Campinas","75-79","Masculino","(G10-G99)",1
2011,"Campinas","75-79","Masculino","(I20, I23-I25)",15
2011,"Campinas","75-79","Masculino","(J40-J44)",29
2011,"Campinas","75-79","Masculino","(N17-N19)",4
2011,"Campinas","75-79","Masculino","(Outros)",343
2011,"Campinas","80+","Feminino","(D65-D77)",3
2011,"Campinas","80+","Feminino","(E10-E14)",48
2011,"Campinas","80+","Feminino","(E66)",2
2011,"Campinas","80+","Feminino","(G10-G99)",5
2011,"Campinas","80+","Feminino","(I20, I23-I25)",33
2011,"Campinas","80+","Feminino","(I80-I82)",2
2011,"Campinas","80+","Feminino","(J40-J44)",52
2011,"Campinas","80+","Feminino","(J45-J46)",3
2011,"Campinas","80+","Feminino","(N17-N19)",11
2011,"Campinas","80+","Feminino","(Outros)",1141
2011,"Campinas","80+","Masculino","(D65-D77)",3
2011,"Campinas","80+","Masculino","(D80-D89)",1
2011,"Campinas","80+","Masculino","(E10-E14)",19
2011,"Campinas","80+","Masculino","(G10-G99)",3
2011,"Campinas","80+","Masculino","(I20, I23-I25)",23
2011,"Campinas","80+","Masculino","(I80-I82)",1
2011,"Campinas","80+","Masculino","(J40-J44)",73
2011,"Campinas","80+","Masculino","(N17-N19)",9
2011,"Campinas","80+","Masculino","(Outros)",658
2011,"Guarulhos","0-4","Feminino","(G10-G99)",2
2011,"Guarulhos","0-4","Feminino","(J40-J44)",2
2011,"Guarulhos","0-4","Feminino","(Outros)",128
2011,"Guarulhos","0-4","Masculino","(G10-G99)",1
2011,"Guarulhos","0-4","Masculino","(Outros)",176
2011,"Guarulhos","10-14","Feminino","(Outros)",10
2011,"Guarulhos","10-14","Masculino","(G10-G99)",1
2011,"Guarulhos","10-14","Masculino","(Outros)",16
2011,"Guarulhos","15-19","Feminino","(E10-E14)",1
2011,"Guarulhos","15-19","Feminino","(G10-G99)",1
2011,"Guarulhos","15-19","Feminino","(Outros)",22
2011,"Guarulhos","15-19","Masculino","(G10-G99)",2
2011,"Guarulhos","15-19","Masculino","(Outros)",86
2011,"Guarulhos","20-24","Feminino","(I20, I23-I25)",1
2011,"Guarulhos","20-24","Feminino","(Outros)",36
2011,"Guarulhos","20-24","Masculino","(G10-G99)",1
2011,"Guarulhos","20-24","Masculino","(I20, I23-I25)",1
2011,"Guarulhos","20-24","Masculino","(Outros)",103
2011,"Guarulhos","25-29","Feminino","(I20, I23-I25)",1
2011,"Guarulhos","25-29","Feminino","(J45-J46)",1
2011,"Guarulhos","25-29","Feminino","(Outros)",40
2011,"Guarulhos","25-29","Masculino","(D80-D89)",1
2011,"Guarulhos","25-29","Masculino","(Outros)",133
2011,"Guarulhos","30-34","Feminino","(E10-E14)",1
2011,"Guarulhos","30-34","Feminino","(E66)",1
2011,"Guarulhos","30-34","Feminino","(Outros)",50
2011,"Guarulhos","30-34","Masculino","(E10-E14)",2
2011,"Guarulhos","30-34","Masculino","(G10-G99)",1
2011,"Guarulhos","30-34","Masculino","(Outros)",126
2011,"Guarulhos","35-39","Feminino","(E66)",1
2011,"Guarulhos","35-39","Feminino","(I80-I82)",1
2011,"Guarulhos","35-39","Feminino","(J40-J44)",2
2011,"Guarulhos","35-39","Feminino","(J45-J46)",2
2011,"Guarulhos","35-39","Feminino","(Outros)",62
2011,"Guarulhos","35-39","Masculino","(E10-E14)",2
2011,"Guarulhos","35-39","Masculino","(J40-J44)",1
2011,"Guarulhos","35-39","Masculino","(N17-N19)",1
2011,"Guarulhos","35-39","Masculino","(Outros)",158
2011,"Guarulhos","40-44","Feminino","(E10-E14)",1
2011,"Guarulhos","40-44","Feminino","(E66)",1
2011,"Guarulhos","40-44","Feminino","(I20, I23-I25)",1
2011,"Guarulhos","40-44","Feminino","(J40-J44)",2
2011,"Guarulhos","40-44","Feminino","(J45-J46)",1
2011,"Guarulhos","40-44","Feminino","(Outros)",102
2011,"Guarulhos","40-44","Masculino","(D65-D77)",1
2011,"Guarulhos","40-44","Masculino","(E10-E14)",3
2011,"Guarulhos","40-44","Masculino","(E66)",1
2011,"Guarulhos","40-44","Masculino","(G10-G99)",1
2011,"Guarulhos","40-44","Masculino","(I20, I23-I25)",2
2011,"Guarulhos","40-44","Masculino","(I80-I82)",1
2011,"Guarulhos","40-44","Masculino","(J40-J44)",1
2011,"Guarulhos","40-44","Masculino","(N17-N19)",1
2011,"Guarulhos","40-44","Masculino","(Outros)",203
2011,"Guarulhos","45-49","Feminino","(E10-E14)",4
2011,"Guarulhos","45-49","Feminino","(E66)",1
2011,"Guarulhos","45-49","Feminino","(G10-G99)",1
2011,"Guarulhos","45-49","Feminino","(I80-I82)",1
2011,"Guarulhos","45-49","Feminino","(J40-J44)",2
2011,"Guarulhos","45-49","Feminino","(Outros)",114
2011,"Guarulhos","45-49","Masculino","(E10-E14)",6
2011,"Guarulhos","45-49","Masculino","(G10-G99)",4
2011,"Guarulhos","45-49","Masculino","(I20, I23-I25)",7
2011,"Guarulhos","45-49","Masculino","(I80-I82)",1
2011,"Guarulhos","45-49","Masculino","(J40-J44)",2
2011,"Guarulhos","45-49","Masculino","(N17-N19)",2
2011,"Guarulhos","45-49","Masculino","(Outros)",229
2011,"Guarulhos","5-9","Feminino","(Outros)",10
2011,"Guarulhos","5-9","Masculino","(Outros)",13
2011,"Guarulhos","50-54","Feminino","(E10-E14)",3
2011,"Guarulhos","50-54","Feminino","(E66)",3
2011,"Guarulhos","50-54","Feminino","(G10-G99)",1
2011,"Guarulhos","50-54","Feminino","(I20, I23-I25)",4
2011,"Guarulhos","50-54","Feminino","(I80-I82)",1
2011,"Guarulhos","50-54","Feminino","(J40-J44)",4
2011,"Guarulhos","50-54","Feminino","(J45-J46)",1
2011,"Guarulhos","50-54","Feminino","(Outros)",163
2011,"Guarulhos","50-54","Masculino","(E10-E14)",9
2011,"Guarulhos","50-54","Masculino","(E66)",1
2011,"Guarulhos","50-54","Masculino","(G10-G99)",5
