"ano","mun","idade_grp","sexo","causabas","obitos"
2017,"Campinas","5-9","Masculino","(E10-E14)",1
2017,"Campinas","5-9","Masculino","(Outros)",4
2017,"Campinas","50-54","Feminino","(E10-E14)",1
2017,"Campinas","50-54","Feminino","(E66)",3
2017,"Campinas","50-54","Feminino","(G10-G99)",1
2017,"Campinas","50-54","Feminino","(J40-J44)",1
2017,"Campinas","50-54","Feminino","(N17-N19)",2
2017,"Campinas","50-54","Feminino","(Outros)",111
2017,"Campinas","50-54","Masculino","(D65-D77)",1
2017,"Campinas","50-54","Masculino","(D80-D89)",1
2017,"Campinas","50-54","Masculino","(E10-E14)",4
2017,"Campinas","50-54","Masculino","(I20, I23-I25)",2
2017,"Campinas","50-54","Masculino","(J40-J44)",1
2017,"Campinas","50-54","Masculino","(N17-N19)",1
2017,"Campinas","50-54","Masculino","(Outros)",225
2017,"Campinas","55-59","Feminino","(D65-D77)",1
2017,"Campinas","55-59","Feminino","(E10-E14)",6
2017,"Campinas","55-59","Feminino","(E66)",1
2017,"Campinas","55-59","Feminino","(G10-G99)",1
2017,"Campinas","55-59","Feminino","(I20, I23-I25)",1
2017,"Campinas","55-59","Feminino","(J40-J44)",6
2017,"Campinas","55-59","Feminino","(J45-J46)",1
2017,"Campinas","55-59","Feminino","(Outros)",139
2017,"Campinas","55-59","Masculino","(E10-E14)",4
2017,"Campinas","55-59","Masculino","(E66)",2
2017,"Campinas","55-59","Masculino","(G10-G99)",3
2017,"Campinas","55-59","Masculino","(I20, I23-I25)",4
2017,"Campinas","55-59","Masculino","(J40-J44)",2
2017,"Campinas","55-59","Masculino","(J45-J46)",1
2017,"Campinas","55-59","Masculino","(N17-N19)",1
2017,"Campinas","55-59","Masculino","(Outros)",284
2017,"Campinas","60-64","Feminino","(E10-E14)",11
2017,"Campinas","60-64","Feminino","(G10-G99)",1
2017,"Campinas","60-64","Feminino","(I20, I23-I25)",1
2017,"Campinas","60-64","Feminino","(I80-I82)",1
2017,"Campinas","60-64","Feminino","(J40-J44)",6
2017,"Campinas","60-64","Feminino","(Outros)",185
2017,"Campinas","60-64","Masculino","(D65-D77)",1
2017,"Campinas","60-64","Masculino","(E10-E14)",9
2017,"Campinas","60-64","Masculino","(E66)",1
2017,"Campinas","60-64","Masculino","(G10-G99)",3
2017,"Campinas","60-64","Masculino","(I20, I23-I25)",6
2017,"Campinas","60-64","Masculino","(J40-J44)",13
2017,"Campinas","60-64","Masculino","(N17-N19)",4
2017,"Campinas","60-64","Masculino","(Outros)",339
2017,"Campinas","65-69","Feminino","(D65-D77)",1
2017,"Campinas","65-69","Feminino","(E10-E14)",11
2017,"Campinas","65-69","Feminino","(E66)",3
2017,"Campinas","65-69","Feminino","(G10-G99)",4
2017,"Campinas","65-69","Feminino","(I20, I23-I25)",4
2017,"Campinas","65-69","Feminino","(J09-J11)",1
2017,"Campinas","65-69","Feminino","(J40-J44)",10
2017,"Campinas","65-69","Feminino","(N17-N19)",5
2017,"Campinas","65-69","Feminino","(Outros)",249
2017,"Campinas","65-69","Masculino","(E10-E14)",7
2017,"Campinas","65-69","Masculino","(G10-G99)",3
2017,"Campinas","65-69","Masculino","(I20, I23-I25)",13
2017,"Campinas","65-69","Masculino","(J40-J44)",12
2017,"Campinas","65-69","Masculino","(N17-N19)",3
2017,"Campinas","65-69","Masculino","(Outros)",364
2017,"Campinas","70-74","Feminino","(E10-E14)",17
2017,"Campinas","70-74","Feminino","(E66)",1
2017,"Campinas","70-74","Feminino","(G10-G99)",3
2017,"Campinas","70-74","Feminino","(I20, I23-I25)",5
2017,"Campinas","70-74","Feminino","(I80-I82)",4
2017,"Campinas","70-74","Feminino","(J40-J44)",15
2017,"Campinas","70-74","Feminino","(J45-J46)",2
2017,"Campinas","70-74","Feminino","(N17-N19)",1
2017,"Campinas","70-74","Feminino","(Outros)",306
2017,"Campinas","70-74","Masculino","(E10-E14)",12
2017,"Campinas","70-74","Masculino","(G10-G99)",7
2017,"Campinas","70-74","Masculino","(I20, I23-I25)",9
2017,"Campinas","70-74","Masculino","(J40-J44)",27
2017,"Campinas","70-74","Masculino","(N17-N19)",7
2017,"Campinas","70-74","Masculino","(Outros)",332
2017,"Campinas","75-79","Feminino","(E10-E14)",12
2017,"Campinas","75-79","Feminino","(E66)",3
2017,"Campinas","75-79","Feminino","(G10-G99)",8
2017,"Campinas","75-79","Feminino","(I20, I23-I25)",8
2017,"Campinas","75-79","Feminino","(I80-I82)",2
2017,"Campinas","75-79","Feminino","(J09-J11)",1
2017,"Campinas","75-79","Feminino","(J40-J44)",18
2017,"Campinas","75-79","Feminino","(J45-J46)",1
2017,"Campinas","75-79","Feminino","(N17-N19)",4
2017,"Campinas","75-79","Feminino","(Outros)",324
2017,"Campinas","75-79","Masculino","(E10-E14)",12
2017,"Campinas","75-79","Masculino","(G10-G99)",13
2017,"Campinas","75-79","Masculino","(I20, I23-I25)",8
2017,"Campinas","75-79","Masculino","(J40-J44)",22
2017,"Campinas","75-79","Masculino","(N17-N19)",4
2017,"Campinas","75-79","Masculino","(Outros)",373
2017,"Campinas","80+","Feminino","(D65-D77)",2
2017,"Campinas","80+","Feminino","(D80-D89)",1
2017,"Campinas","80+","Feminino","(E10-E14)",50
2017,"Campinas","80+","Feminino","(E66)",1
2017,"Campinas","80+","Feminino","(G10-G99)",65
2017,"Campinas","80+","Feminino","(I20, I23-I25)",24
2017,"Campinas","80+","Feminino","(I80-I82)",6
2017,"Campinas","80+","Feminino","(J40-J44)",59
2017,"Campinas","80+","Feminino","(J45-J46)",6
2017,"Campinas","80+","Feminino","(N17-N19)",17
2017,"Campinas","80+","Feminino","(Outros)",1378
2017,"Campinas","80+","Masculino","(D65-D77)",2
2017,"Campinas","80+","Masculino","(E10-E14)",33
2017,"Campinas","80+","Masculino","(G10-G99)",26
2017,"Campinas","80+","Masculino","(I20, I23-I25)",25
2017,"Campinas","80+","Masculino","(I80-I82)",1
2017,"Campinas","80+","Masculino","(J40-J44)",57
2017,"Campinas","80+","Masculino","(J45-J46)",3
2017,"Campinas","80+","Masculino","(N17-N19)",17
2017,"Campinas","80+","Masculino","(Outros)",773
2017,"Campinas",NA,"Masculino","(Outros)",1
2017,"Guarulhos","0-4","Feminino","(D65-D77)",1
2017,"Guarulhos","0-4","Feminino","(D80-D89)",1
2017,"Guarulhos","0-4","Feminino","(G10-G99)",3
2017,"Guarulhos","0-4","Feminino","(Outros)",128
2017,"Guarulhos","0-4","Masculino","(D65-D77)",1
2017,"Guarulhos","0-4","Masculino","(D80-D89)",1
2017,"Guarulhos","0-4","Masculino","(G10-G99)",1
2017,"Guarulhos","0-4","Masculino","(N17-N19)",1
2017,"Guarulhos","0-4","Masculino","(Outros)",151
2017,"Guarulhos","0-4",NA,"(Outros)",1
2017,"Guarulhos","10-14","Feminino","(J45-J46)",1
2017,"Guarulhos","10-14","Feminino","(Outros)",8
2017,"Guarulhos","10-14","Masculino","(D65-D77)",1
2017,"Guarulhos","10-14","Masculino","(J40-J44)",1
2017,"Guarulhos","10-14","Masculino","(Outros)",9
2017,"Guarulhos","15-19","Feminino","(Outros)",17
2017,"Guarulhos","15-19","Masculino","(D65-D77)",1
2017,"Guarulhos","15-19","Masculino","(G10-G99)",2
2017,"Guarulhos","15-19","Masculino","(Outros)",58
2017,"Guarulhos","20-24","Feminino","(D65-D77)",1
2017,"Guarulhos","20-24","Feminino","(G10-G99)",1
2017,"Guarulhos","20-24","Feminino","(Outros)",20
2017,"Guarulhos","20-24","Masculino","(E10-E14)",1
2017,"Guarulhos","20-24","Masculino","(G10-G99)",1
2017,"Guarulhos","20-24","Masculino","(Outros)",77
2017,"Guarulhos","25-29","Feminino","(E10-E14)",1
2017,"Guarulhos","25-29","Feminino","(G10-G99)",1
2017,"Guarulhos","25-29","Feminino","(Outros)",26
2017,"Guarulhos","25-29","Masculino","(G10-G99)",1
2017,"Guarulhos","25-29","Masculino","(J45-J46)",1
2017,"Guarulhos","25-29","Masculino","(N17-N19)",1
2017,"Guarulhos","25-29","Masculino","(Outros)",101
2017,"Guarulhos","30-34","Feminino","(E10-E14)",1
2017,"Guarulhos","30-34","Feminino","(E66)",1
2017,"Guarulhos","30-34","Feminino","(N17-N19)",1
2017,"Guarulhos","30-34","Feminino","(Outros)",49
2017,"Guarulhos","30-34","Masculino","(G10-G99)",2
2017,"Guarulhos","30-34","Masculino","(I20, I23-I25)",1
2017,"Guarulhos","30-34","Masculino","(Outros)",110
2017,"Guarulhos","35-39","Feminino","(E10-E14)",1
2017,"Guarulhos","35-39","Feminino","(G10-G99)",2
2017,"Guarulhos","35-39","Feminino","(I20, I23-I25)",1
2017,"Guarulhos","35-39","Feminino","(N17-N19)",1
2017,"Guarulhos","35-39","Feminino","(Outros)",72
2017,"Guarulhos","35-39","Masculino","(E10-E14)",3
2017,"Guarulhos","35-39","Masculino","(G10-G99)",1
2017,"Guarulhos","35-39","Masculino","(N17-N19)",1
2017,"Guarulhos","35-39","Masculino","(Outros)",151
2017,"Guarulhos","40-44","Feminino","(G10-G99)",1
2017,"Guarulhos","40-44","Feminino","(I20, I23-I25)",2
2017,"Guarulhos","40-44","Feminino","(J45-J46)",1
2017,"Guarulhos","40-44","Feminino","(N17-N19)",2
2017,"Guarulhos","40-44","Feminino","(Outros)",84
2017,"Guarulhos","40-44","Masculino","(I20, I23-I25)",4
2017,"Guarulhos","40-44","Masculino","(I80-I82)",1
2017,"Guarulhos","40-44","Masculino","(J45-J46)",1
2017,"Guarulhos","40-44","Masculino","(Outros)",164
2017,"Guarulhos","45-49","Feminino","(E10-E14)",3
2017,"Guarulhos","45-49","Feminino","(E66)",1
2017,"Guarulhos","45-49","Feminino","(G10-G99)",2
2017,"Guarulhos","45-49","Feminino","(I20, I23-I25)",3
2017,"Guarulhos","45-49","Feminino","(I80-I82)",1
2017,"Guarulhos","45-49","Feminino","(J40-J44)",1
2017,"Guarulhos","45-49","Feminino","(N17-N19)",1
2017,"Guarulhos","45-49","Feminino","(Outros)",125
2017,"Guarulhos","45-49","Masculino","(D65-D77)",1
2017,"Guarulhos","45-49","Masculino","(E10-E14)",5
2017,"Guarulhos","45-49","Masculino","(G10-G99)",2
2017,"Guarulhos","45-49","Masculino","(I20, I23-I25)",6
2017,"Guarulhos","45-49","Masculino","(J40-J44)",1
2017,"Guarulhos","45-49","Masculino","(J45-J46)",1
2017,"Guarulhos","45-49","Masculino","(Outros)",211
2017,"Guarulhos","5-9","Feminino","(Outros)",8
2017,"Guarulhos","5-9","Masculino","(Outros)",9
2017,"Guarulhos","50-54","Feminino","(E10-E14)",6
2017,"Guarulhos","50-54","Feminino","(G10-G99)",2
2017,"Guarulhos","50-54","Feminino","(I20, I23-I25)",4
2017,"Guarulhos","50-54","Feminino","(J40-J44)",3
2017,"Guarulhos","50-54","Feminino","(J45-J46)",1
2017,"Guarulhos","50-54","Feminino","(N17-N19)",2
2017,"Guarulhos","50-54","Feminino","(Outros)",188
2017,"Guarulhos","50-54","Masculino","(E10-E14)",9
2017,"Guarulhos","50-54","Masculino","(G10-G99)",1
2017,"Guarulhos","50-54","Masculino","(I20, I23-I25)",9
2017,"Guarulhos","50-54","Masculino","(J40-J44)",7
2017,"Guarulhos","50-54","Masculino","(N17-N19)",2
2017,"Guarulhos","50-54","Masculino","(Outros)",266
2017,"Guarulhos","55-59","Feminino","(E10-E14)",8
2017,"Guarulhos","55-59","Feminino","(I20, I23-I25)",9
2017,"Guarulhos","55-59","Feminino","(I80-I82)",1
2017,"Guarulhos","55-59","Feminino","(J40-J44)",12
2017,"Guarulhos","55-59","Feminino","(N17-N19)",2
2017,"Guarulhos","55-59","Feminino","(Outros)",210
2017,"Guarulhos","55-59","Masculino","(E10-E14)",16
2017,"Guarulhos","55-59","Masculino","(E66)",1
2017,"Guarulhos","55-59","Masculino","(G10-G99)",2
2017,"Guarulhos","55-59","Masculino","(I20, I23-I25)",11
2017,"Guarulhos","55-59","Masculino","(J40-J44)",14
2017,"Guarulhos","55-59","Masculino","(N17-N19)",1
2017,"Guarulhos","55-59","Masculino","(Outros)",331
2017,"Guarulhos","60-64","Feminino","(E10-E14)",12
2017,"Guarulhos","60-64","Feminino","(E66)",1
2017,"Guarulhos","60-64","Feminino","(G10-G99)",4
2017,"Guarulhos","60-64","Feminino","(I20, I23-I25)",14
2017,"Guarulhos","60-64","Feminino","(I80-I82)",2
2017,"Guarulhos","60-64","Feminino","(J40-J44)",8
2017,"Guarulhos","60-64","Feminino","(N17-N19)",5
2017,"Guarulhos","60-64","Feminino","(Outros)",235
2017,"Guarulhos","60-64","Masculino","(E10-E14)",11
2017,"Guarulhos","60-64","Masculino","(G10-G99)",2
2017,"Guarulhos","60-64","Masculino","(I20, I23-I25)",19
2017,"Guarulhos","60-64","Masculino","(I80-I82)",1
2017,"Guarulhos","60-64","Masculino","(J40-J44)",22
2017,"Guarulhos","60-64","Masculino","(N17-N19)",5
2017,"Guarulhos","60-64","Masculino","(Outros)",383
2017,"Guarulhos","65-69","Feminino","(D65-D77)",1
2017,"Guarulhos","65-69","Feminino","(E10-E14)",10
2017,"Guarulhos","65-69","Feminino","(E66)",3
2017,"Guarulhos","65-69","Feminino","(I20, I23-I25)",13
2017,"Guarulhos","65-69","Feminino","(J40-J44)",15
2017,"Guarulhos","65-69","Feminino","(J45-J46)",2
2017,"Guarulhos","65-69","Feminino","(N17-N19)",2
2017,"Guarulhos","65-69","Feminino","(Outros)",316
2017,"Guarulhos","65-69","Masculino","(E10-E14)",15
2017,"Guarulhos","65-69","Masculino","(E66)",1
2017,"Guarulhos","65-69","Masculino","(G10-G99)",2
2017,"Guarulhos","65-69","Masculino","(I20, I23-I25)",15
2017,"Guarulhos","65-69","Masculino","(J40-J44)",19
2017,"Guarulhos","65-69","Masculino","(J45-J46)",1
2017,"Guarulhos","65-69","Masculino","(N17-N19)",4
2017,"Guarulhos","65-69","Masculino","(Outros)",410
2017,"Guarulhos","70-74","Feminino","(E10-E14)",21
2017,"Guarulhos","70-74","Feminino","(G10-G99)",1
2017,"Guarulhos","70-74","Feminino","(I20, I23-I25)",14
2017,"Guarulhos","70-74","Feminino","(I80-I82)",2
2017,"Guarulhos","70-74","Feminino","(J40-J44)",21
2017,"Guarulhos","70-74","Feminino","(N17-N19)",3
2017,"Guarulhos","70-74","Feminino","(Outros)",300
2017,"Guarulhos","70-74","Masculino","(E10-E14)",13
2017,"Guarulhos","70-74","Masculino","(E66)",1
2017,"Guarulhos","70-74","Masculino","(G10-G99)",2
2017,"Guarulhos","70-74","Masculino","(I20, I23-I25)",18
2017,"Guarulhos","70-74","Masculino","(J09-J11)",1
2017,"Guarulhos","70-74","Masculino","(J40-J44)",17
2017,"Guarulhos","70-74","Masculino","(N17-N19)",3
2017,"Guarulhos","70-74","Masculino","(Outros)",370
2017,"Guarulhos","75-79","Feminino","(E10-E14)",16
2017,"Guarulhos","75-79","Feminino","(E66)",1
2017,"Guarulhos","75-79","Feminino","(G10-G99)",1
2017,"Guarulhos","75-79","Feminino","(I20, I23-I25)",16
2017,"Guarulhos","75-79","Feminino","(I80-I82)",1
2017,"Guarulhos","75-79","Feminino","(J40-J44)",17
2017,"Guarulhos","75-79","Feminino","(N17-N19)",2
2017,"Guarulhos","75-79","Feminino","(Outros)",322
2017,"Guarulhos","75-79","Masculino","(E10-E14)",10
2017,"Guarulhos","75-79","Masculino","(I20, I23-I25)",23
2017,"Guarulhos","75-79","Masculino","(J40-J44)",30
2017,"Guarulhos","75-79","Masculino","(N17-N19)",5
2017,"Guarulhos","75-79","Masculino","(Outros)",299
2017,"Guarulhos","80+","Feminino","(D80-D89)",1
2017,"Guarulhos","80+","Feminino","(E10-E14)",34
2017,"Guarulhos","80+","Feminino","(E66)",2
2017,"Guarulhos","80+","Feminino","(G10-G99)",4
2017,"Guarulhos","80+","Feminino","(I20, I23-I25)",49
2017,"Guarulhos","80+","Feminino","(I80-I82)",5
2017,"Guarulhos","80+","Feminino","(J40-J44)",43
2017,"Guarulhos","80+","Feminino","(J45-J46)",2
2017,"Guarulhos","80+","Feminino","(N17-N19)",12
2017,"Guarulhos","80+","Feminino","(Outros)",957
2017,"Guarulhos","80+","Masculino","(E10-E14)",17
2017,"Guarulhos","80+","Masculino","(I20, I23-I25)",32
2017,"Guarulhos","80+","Masculino","(I80-I82)",1
2017,"Guarulhos","80+","Masculino","(J40-J44)",60
2017,"Guarulhos","80+","Masculino","(J45-J46)",1
2017,"Guarulhos","80+","Masculino","(N17-N19)",12
2017,"Guarulhos","80+","Masculino","(Outros)",564
2017,"Guarulhos",NA,"Masculino","(Outros)",5
2017,"São Paulo","0-4","Feminino","(D65-D77)",5
2017,"São Paulo","0-4","Feminino","(E10-E14)",2
2017,"São Paulo","0-4","Feminino","(G10-G99)",16
2017,"São Paulo","0-4","Feminino","(I20, I23-I25)",1
2017,"São Paulo","0-4","Feminino","(I80-I82)",1
2017,"São Paulo","0-4","Feminino","(J09-J11)",1
2017,"São Paulo","0-4","Feminino","(J40-J44)",1
2017,"São Paulo","0-4","Feminino","(J45-J46)",2
2017,"São Paulo","0-4","Feminino","(N17-N19)",4
2017,"São Paulo","0-4","Feminino","(Outros)",989
2017,"São Paulo","0-4","Masculino","(D65-D77)",8
2017,"São Paulo","0-4","Masculino","(E10-E14)",1
2017,"São Paulo","0-4","Masculino","(G10-G99)",16
2017,"São Paulo","0-4","Masculino","(J09-J11)",2
2017,"São Paulo","0-4","Masculino","(J40-J44)",3
2017,"São Paulo","0-4","Masculino","(J45-J46)",1
2017,"São Paulo","0-4","Masculino","(N17-N19)",5
2017,"São Paulo","0-4","Masculino","(Outros)",1108
2017,"São Paulo","0-4",NA,"(Outros)",3
2017,"São Paulo","10-14","Feminino","(G10-G99)",6
2017,"São Paulo","10-14","Feminino","(Outros)",58
2017,"São Paulo","10-14","Masculino","(G10-G99)",6
2017,"São Paulo","10-14","Masculino","(Outros)",80
2017,"São Paulo","15-19","Feminino","(G10-G99)",5
2017,"São Paulo","15-19","Feminino","(N17-N19)",2
2017,"São Paulo","15-19","Feminino","(Outros)",157
2017,"São Paulo","15-19","Masculino","(D65-D77)",1
2017,"São Paulo","15-19","Masculino","(E10-E14)",2
2017,"São Paulo","15-19","Masculino","(G10-G99)",7
2017,"São Paulo","15-19","Masculino","(I20, I23-I25)",2
2017,"São Paulo","15-19","Masculino","(J40-J44)",1
2017,"São Paulo","15-19","Masculino","(J45-J46)",1
2017,"São Paulo","15-19","Masculino","(Outros)",571
2017,"São Paulo","20-24","Feminino","(E10-E14)",4
2017,"São Paulo","20-24","Feminino","(G10-G99)",2
2017,"São Paulo","20-24","Feminino","(I20, I23-I25)",1
2017,"São Paulo","20-24","Feminino","(I80-I82)",1
2017,"São Paulo","20-24","Feminino","(Outros)",195
2017,"São Paulo","20-24","Masculino","(D65-D77)",5
2017,"São Paulo","20-24","Masculino","(E10-E14)",2
2017,"São Paulo","20-24","Masculino","(G10-G99)",15
2017,"São Paulo","20-24","Masculino","(I20, I23-I25)",5
2017,"São Paulo","20-24","Masculino","(J40-J44)",1
2017,"São Paulo","20-24","Masculino","(N17-N19)",1
2017,"São Paulo","20-24","Masculino","(Outros)",718
2017,"São Paulo","25-29","Feminino","(D80-D89)",1
2017,"São Paulo","25-29","Feminino","(E10-E14)",4
2017,"São Paulo","25-29","Feminino","(G10-G99)",1
2017,"São Paulo","25-29","Feminino","(I20, I23-I25)",2
2017,"São Paulo","25-29","Feminino","(I80-I82)",3
2017,"São Paulo","25-29","Feminino","(J40-J44)",1
2017,"São Paulo","25-29","Feminino","(N17-N19)",1
2017,"São Paulo","25-29","Feminino","(Outros)",245
2017,"São Paulo","25-29","Masculino","(E10-E14)",8
2017,"São Paulo","25-29","Masculino","(E66)",1
2017,"São Paulo","25-29","Masculino","(G10-G99)",3
2017,"São Paulo","25-29","Masculino","(I20, I23-I25)",3
2017,"São Paulo","25-29","Masculino","(J40-J44)",1
2017,"São Paulo","25-29","Masculino","(J45-J46)",1
2017,"São Paulo","25-29","Masculino","(N17-N19)",1
2017,"São Paulo","25-29","Masculino","(Outros)",709
2017,"São Paulo","30-34","Feminino","(D65-D77)",1
2017,"São Paulo","30-34","Feminino","(E10-E14)",9
2017,"São Paulo","30-34","Feminino","(G10-G99)",4
2017,"São Paulo","30-34","Feminino","(I20, I23-I25)",2
2017,"São Paulo","30-34","Feminino","(J45-J46)",1
2017,"São Paulo","30-34","Feminino","(N17-N19)",4
2017,"São Paulo","30-34","Feminino","(Outros)",348
2017,"São Paulo","30-34","Masculino","(E10-E14)",10
2017,"São Paulo","30-34","Masculino","(E66)",2
2017,"São Paulo","30-34","Masculino","(G10-G99)",5
2017,"São Paulo","30-34","Masculino","(I20, I23-I25)",2
2017,"São Paulo","30-34","Masculino","(I80-I82)",2
2017,"São Paulo","30-34","Masculino","(J40-J44)",3
2017,"São Paulo","30-34","Masculino","(J45-J46)",2
2017,"São Paulo","30-34","Masculino","(N17-N19)",3
2017,"São Paulo","30-34","Masculino","(Outros)",791
2017,"São Paulo","35-39","Feminino","(D65-D77)",2
2017,"São Paulo","35-39","Feminino","(E10-E14)",11
2017,"São Paulo","35-39","Feminino","(E66)",3
2017,"São Paulo","35-39","Feminino","(G10-G99)",8
2017,"São Paulo","35-39","Feminino","(I20, I23-I25)",1
2017,"São Paulo","35-39","Feminino","(I80-I82)",2
2017,"São Paulo","35-39","Feminino","(J40-J44)",1
2017,"São Paulo","35-39","Feminino","(J45-J46)",4
2017,"São Paulo","35-39","Feminino","(N17-N19)",3
2017,"São Paulo","35-39","Feminino","(Outros)",456
2017,"São Paulo","35-39","Masculino","(D65-D77)",1
2017,"São Paulo","35-39","Masculino","(E10-E14)",11
2017,"São Paulo","35-39","Masculino","(E66)",4
2017,"São Paulo","35-39","Masculino","(G10-G99)",6
2017,"São Paulo","35-39","Masculino","(I20, I23-I25)",13
2017,"São Paulo","35-39","Masculino","(I80-I82)",1
2017,"São Paulo","35-39","Masculino","(J45-J46)",4
2017,"São Paulo","35-39","Masculino","(N17-N19)",3
2017,"São Paulo","35-39","Masculino","(Outros)",955
2017,"São Paulo","40-44","Feminino","(D65-D77)",1
2017,"São Paulo","40-44","Feminino","(E10-E14)",14
2017,"São Paulo","40-44","Feminino","(E66)",6
2017,"São Paulo","40-44","Feminino","(G10-G99)",9
2017,"São Paulo","40-44","Feminino","(I20, I23-I25)",8
2017,"São Paulo","40-44","Feminino","(I80-I82)",3
2017,"São Paulo","40-44","Feminino","(J40-J44)",5
2017,"São Paulo","40-44","Feminino","(J45-J46)",3
2017,"São Paulo","40-44","Feminino","(N17-N19)",1
2017,"São Paulo","40-44","Feminino","(Outros)",679
2017,"São Paulo","40-44","Masculino","(D65-D77)",3
2017,"São Paulo","40-44","Masculino","(E10-E14)",17
2017,"São Paulo","40-44","Masculino","(E66)",3
2017,"São Paulo","40-44","Masculino","(G10-G99)",8
2017,"São Paulo","40-44","Masculino","(I20, I23-I25)",22
2017,"São Paulo","40-44","Masculino","(I80-I82)",3
2017,"São Paulo","40-44","Masculino","(J40-J44)",4
2017,"São Paulo","40-44","Masculino","(J45-J46)",3
2017,"São Paulo","40-44","Masculino","(N17-N19)",4
2017,"São Paulo","40-44","Masculino","(Outros)",1178
2017,"São Paulo","45-49","Feminino","(D65-D77)",2
2017,"São Paulo","45-49","Feminino","(E10-E14)",20
2017,"São Paulo","45-49","Feminino","(E66)",5
2017,"São Paulo","45-49","Feminino","(G10-G99)",5
2017,"São Paulo","45-49","Feminino","(I20, I23-I25)",19
2017,"São Paulo","45-49","Feminino","(I80-I82)",5
2017,"São Paulo","45-49","Feminino","(J40-J44)",14
2017,"São Paulo","45-49","Feminino","(J45-J46)",3
2017,"São Paulo","45-49","Feminino","(N17-N19)",3
2017,"São Paulo","45-49","Feminino","(Outros)",919
2017,"São Paulo","45-49","Masculino","(D65-D77)",2
2017,"São Paulo","45-49","Masculino","(E10-E14)",36
2017,"São Paulo","45-49","Masculino","(E66)",4
2017,"São Paulo","45-49","Masculino","(G10-G99)",16
2017,"São Paulo","45-49","Masculino","(I20, I23-I25)",48
2017,"São Paulo","45-49","Masculino","(I80-I82)",2
2017,"São Paulo","45-49","Masculino","(J40-J44)",13
2017,"São Paulo","45-49","Masculino","(J45-J46)",3
2017,"São Paulo","45-49","Masculino","(N17-N19)",2
2017,"São Paulo","45-49","Masculino","(Outros)",1580
2017,"São Paulo","5-9","Feminino","(D65-D77)",2
2017,"São Paulo","5-9","Feminino","(G10-G99)",9
2017,"São Paulo","5-9","Feminino","(N17-N19)",1
2017,"São Paulo","5-9","Feminino","(Outros)",55
2017,"São Paulo","5-9","Masculino","(G10-G99)",6
2017,"São Paulo","5-9","Masculino","(J09-J11)",2
2017,"São Paulo","5-9","Masculino","(J45-J46)",2
2017,"São Paulo","5-9","Masculino","(Outros)",67
2017,"São Paulo","50-54","Feminino","(D65-D77)",3
2017,"São Paulo","50-54","Feminino","(E10-E14)",35
2017,"São Paulo","50-54","Feminino","(E66)",5
2017,"São Paulo","50-54","Feminino","(G10-G99)",9
2017,"São Paulo","50-54","Feminino","(I20, I23-I25)",32
2017,"São Paulo","50-54","Feminino","(I80-I82)",3
2017,"São Paulo","50-54","Feminino","(J09-J11)",1
2017,"São Paulo","50-54","Feminino","(J40-J44)",26
2017,"São Paulo","50-54","Feminino","(J45-J46)",6
2017,"São Paulo","50-54","Feminino","(N17-N19)",3
2017,"São Paulo","50-54","Feminino","(Outros)",1233
2017,"São Paulo","50-54","Masculino","(D65-D77)",2
2017,"São Paulo","50-54","Masculino","(D80-D89)",1
2017,"São Paulo","50-54","Masculino","(E10-E14)",61
2017,"São Paulo","50-54","Masculino","(E66)",3
2017,"São Paulo","50-54","Masculino","(G10-G99)",24
2017,"São Paulo","50-54","Masculino","(I20, I23-I25)",88
2017,"São Paulo","50-54","Masculino","(I80-I82)",4
2017,"São Paulo","50-54","Masculino","(J40-J44)",28
2017,"São Paulo","50-54","Masculino","(J45-J46)",3
2017,"São Paulo","50-54","Masculino","(N17-N19)",14
2017,"São Paulo","50-54","Masculino","(Outros)",2135
2017,"São Paulo","55-59","Feminino","(D65-D77)",2
2017,"São Paulo","55-59","Feminino","(D80-D89)",1
2017,"São Paulo","55-59","Feminino","(E10-E14)",76
2017,"São Paulo","55-59","Feminino","(E66)",7
2017,"São Paulo","55-59","Feminino","(G10-G99)",12
2017,"São Paulo","55-59","Feminino","(I20, I23-I25)",58
2017,"São Paulo","55-59","Feminino","(I80-I82)",4
2017,"São Paulo","55-59","Feminino","(J40-J44)",66
2017,"São Paulo","55-59","Feminino","(J45-J46)",7
2017,"São Paulo","55-59","Feminino","(N17-N19)",8
2017,"São Paulo","55-59","Feminino","(Outros)",1641
2017,"São Paulo","55-59","Masculino","(D65-D77)",1
2017,"São Paulo","55-59","Masculino","(D80-D89)",2
2017,"São Paulo","55-59","Masculino","(E10-E14)",88
2017,"São Paulo","55-59","Masculino","(E66)",10
2017,"São Paulo","55-59","Masculino","(G10-G99)",21
2017,"São Paulo","55-59","Masculino","(I20, I23-I25)",124
2017,"São Paulo","55-59","Masculino","(I80-I82)",6
2017,"São Paulo","55-59","Masculino","(J40-J44)",49
2017,"São Paulo","55-59","Masculino","(J45-J46)",1
2017,"São Paulo","55-59","Masculino","(N17-N19)",14
2017,"São Paulo","55-59","Masculino","(Outros)",2801
2017,"São Paulo","60-64","Feminino","(D65-D77)",7
2017,"São Paulo","60-64","Feminino","(E10-E14)",101
2017,"São Paulo","60-64","Feminino","(E66)",5
2017,"São Paulo","60-64","Feminino","(G10-G99)",24
2017,"São Paulo","60-64","Feminino","(I20, I23-I25)",90
2017,"São Paulo","60-64","Feminino","(I80-I82)",11
